Gene1	Gene2	EdgeWeight
CHM	OSBPL9	4.554959673954015
CHID1	HGH1	4.554041374824606
BRD8	IL5RA	4.548119453667134
SLC5A3	AC005839.1	4.5463344098125305
TSPOAP1	SRGN	4.544853510365627
AZU1	SERPINB10	4.542670756290126
VAT1	IL5RA	4.535386631829946
ITGAL	CHID1	4.532303321320027
SLC25A12	EIF3E	4.528530802181874
TRIB3	SERPINB10	4.517021960633121
FES	FTL	4.515174994059825
MRM1	MAN2B2	4.514715717879223
MS4A3	ITM2A	4.513877191770809
PRTN3	CFD	4.510448485424798
MARC1	FP671120.5	4.508633778702496
RGCC	TRIQK	4.500424229307686
CPVL	MPO	4.498109010354496
CLEC5A	PIGW	4.4961969872099194
SNHG29	ACSM3	4.494244122779497
FUT4	HSPA5	4.4863081742518185
LAMC1	GM2A	4.484528187043093
SNTB1	SNHG29	4.470928893384118
HEMK1	PSMD10	4.469381630944084
ZGRF1	NCAPH	4.46226127533469
KLHL20	COQ3	4.4541738482393365
TRIM65	NCAPH	4.451307798993032
SLC26A2	TENT5A	4.450710358248863
TMEM214	AL355922.1	4.44480076980591
RNASE2	SDF2L1	4.4421949536144885
CLEC5A	CRELD2	4.4414782185763855
IL2RG	LSP1	4.440999505948391
PRMT3	IMPAD1	4.422663376135534
PRMT1	SNHG29	4.421618910310032
ARFRP1	RNVU1-15	4.421412591535682
CSF3R	MPO	4.416007653211699
GM2A	CST3	4.408582339993241
JUND	AC099778.1	4.404740775375674
PRG2	OSBPL9	4.404376380363852
CYB561D1	IL5RA	4.395019760717094
FIG4	B3GALNT1	4.388934391985789
TPM3	CXorf21	4.388072505399411
NXT2	CXorf21	4.386885596007442
KPNA5	CD52	4.381075362712859
KIF17	RASAL3	4.375626962430257
SDF2L1	PRTN3	4.372026882971339
STT3B	ARHGAP15	4.354500936770468
SDF2L1	AC245014.3	4.3538653382476085
MS4A3	PRG2	4.351942155765657
ITGAL	CST3	4.328689408222112
CMTR2	HSH2D	4.326410271310986
CST7	SERPINB10	4.3249992124709
CPVL	MYC	4.323283437234607
SNX13	LYZ	4.320207271995751
AZU1	AKR1B1	4.317515245493706
EIF3E	KBTBD11	4.315274590581474
HSPA5	CANX	4.313356908108713
AKR1B1	SRGN	4.306493763109306
CPD	SNHG29	4.300177055671774
KPNA5	CLEC5A	4.299883329451297
TSPOAP1	MPO	4.294269558884556
RUNX1	TOP1MT	4.2916234143801
LRRCC1	FAM107B	4.2851898929498615
IP6K2	TRBV12-3	4.283876422587993
MPO	TENT5A	4.282363390051779
LPO	DNMT1	4.279380123007658
LPO	HSPA5	4.278183296470362
SERPINB1	MPO	4.273505766373997
NSDHL	RNVU1-15	4.272090591023385
LYZ	MS4A3	4.2624990943612255
POLR2L	TPM3	4.262022954335083
SKIV2L	APEX2	4.261989748621587
CST7	ELANE	4.260119788695132
SERPINB10	FAM107B	4.254374029489642
CHD6	ZEB2-AS1	4.2522236751664355
FP671120.5	SERPINB1	4.250081219545701
FAS	NXT2	4.247829345965898
SYNGR1	FTL	4.2429617588459925
GPT2	CALR	4.227467049300464
ARRB1	ALAS1	4.2260624030583145
PCBP3	RAVER1	4.225661336206018
GOSR1	AFF1	4.221676221401169
HGH1	CHID1	4.218768562785111
MRPL20-AS1	CST3	4.214657228926684
TRIOBP	GBF1	4.21394950202943
ERG	CFD	4.213614670662911
ZNF526	NEMF	4.209214027364074
CD52	LUC7L3	4.2085300371463665
EMC3-AS1	SDF2L1	4.204844356945993
SLC25A43	LRG1	4.203795213154094
CEBPE	IL5RA	4.198206268580607
TRAF5	NT5DC2	4.197021427011017
BRD8	ERLIN1	4.194010077587278
PRTN3	HSPA5	4.191825449074368
FUT4	HSP90B1	4.186330227900232
SERPINB1	SERPINB10	4.18183918365363
BRAT1	DPP7	4.177088267984476
TENT5A	LSP1	4.175820975210346
RPL3P4	KAT6B	4.173876295461134
LYZ	KCNE5	4.170298642993602
SYNGR1	PTK2B	4.162327456093839
ANKRD18A	SNX13	4.161373385290087
COA7	CFD	4.1613598458378895
IL5RA	VAT1	4.160450334617032
COX19	GRN	4.15591738223313
METTL15	KIF17	4.141669771807561
PAPOLA	TUBE1	4.137770286836751
UAP1	CD52	4.1373204409502105
PRKAG2	CST3	4.135278586326061
ELANE	FANCA	4.134764531636836
GGPS1	TENT5A	4.1321086934605695
PEX7	DNAJB9	4.131870933096418
SDF2L1	C1QTNF4	4.13031751725077
STT3B	SERPINB1	4.117987167270317
ATAD1	NCAPH	4.114294316093968
AC096667.1	CLEC5A	4.1133850733693285
PANK1	LYZ	4.104519514821493
IGHM	CD164	4.100615383148706
EIF5B	SLC1A5	4.099640973222254
AZU1	ELANE	4.096477202431116
NAGPA	FOSB	4.091355062955387
COQ3	TRBV12-3	4.086168858182736
AZU1	HMGB2	4.083728305378507
SRP14	CTSG	4.072431380757143
TTC8	CANX	4.067058407588494
ELANE	SERPINB1	4.066335181545884
HEMK1	ANKRD18A	4.0612951271689415
ERI1	GTPBP1	4.049214074649239
NCOA4	CD164	4.0445888917170905
RANGAP1	HMGB2	4.043927955809485
C1QTNF4	CYP4V2	4.0393722427182635
DUSP2	MLH3	4.0351456289298255
MS4A3	SERPINB10	4.027486037771572
MED21	CD164	4.0274739969569735
DPEP3	KIF17	4.025735169364117
C1QTNF4	CSF3R	4.024884326821205
RNASE2	HMGB2	4.022947342928
EIF4A1	HSPA5	4.019365637492498
MED21	DDX28	4.0177345739930335
SSH3	IGFBP2	4.016963709249663
TFEC	SNHG29	4.011580972461118
ELANE	CLEC5A	4.008680024030745
DUSP3	FAM107B	4.001941373112192
RBKS	SLC31A2	3.999760260931492
KCNAB2	DBNL	3.9993429365957405
NR1I2	NOTCH1	3.994549367098189
TMEM104	SLC22A31	3.9905236471352175
SYVN1	SDF2L1	3.985680106952642
ZNF747	QSOX1	3.9815590839337527
SLC38A10	RANGAP1	3.9769000252955067
RPL3P4	SNHG29	3.9765527065025856
KIF17	LSP1	3.974625492718213
RNVU1-15	TRIQK	3.974341804966272
HYAL3	HAL	3.970691892126752
SLC47A1	AZU1	3.96849090263756
COLGALT2	VAT1	3.9626367226305454
CEP120	ANKRD33B	3.9590001315510097
AZU1	CSF3R	3.9578272180152423
TRGC2	SRGN	3.9545656204295137
LYZ	CXorf21	3.9540722260848353
ZBTB16	CTSG	3.953731820740736
LIG1	RASGRP2	3.9510824696484304
TRIM6	SNHG29	3.9508288234852564
HSP90B1	AC245014.3	3.9470129065874584
FES	DPP7	3.945294258409157
ALDH3A2	PTK2B	3.9385041480968015
QSOX1	MYC	3.936396555482679
IL5RA	ACSM3	3.9314062913126677
ZNF649	TFEC	3.929128822244927
POM121	ZNF574	3.9270739787305855
C12orf66	ITM2A	3.9268209544216823
UTP15	CD164	3.917287182755541
HMGA2	SERPINB1	3.9142143902407716
PRKCSH	CALR	3.909062667255112
CSF3R	FP671120.5	3.90788577547052
COLGALT2	FBN2	3.9032981216060065
PLTP	MROH8	3.9013116530974714
LRG1	SRGN	3.8953798646122038
AZU1	TSPOAP1	3.8937418631509484
TPRN	CFD	3.8922715969448345
SYNGR1	RECQL4	3.889565884718455
SHLD2	ZNF526	3.8862105268858667
SLC25A12	CHID1	3.88144088430377
MPO	HMGB2	3.879044125816053
SERPINB1	KCNE5	3.8777454604306074
TRIOBP	RECQL4	3.877558109533209
TMEM19	PEX7	3.8775254370841896
SNHG29	FP671120.5	3.8772447749163472
LSP1	TPM3	3.8760266675383175
ALAS1	CABIN1	3.8749052514163247
TENT5A	PRTN3	3.870712691509382
DNMT1	RNVU1-15	3.870598079987899
RPL3P4	PLTP	3.8680185411003225
STT3B	HSP90B1	3.866415157384626
SLC9B2	MYC	3.8659397317982336
FTL	PRDX4	3.8604711174167874
FIG4	NXT2	3.8581023499195215
SNHG29	SSR4	3.8572773670401816
CD164	MS4A3	3.8562029179286212
SRGN	AKR1B1	3.8531490385776
POLR2L	KBTBD11	3.848732532887904
JUND	SNHG29	3.8485935886633236
SSR4	CTSG	3.8479135097942163
FTCDNL1	IMPAD1	3.8458788847867056
AC017104.3	RNVU1-15	3.8445996178175688
SLC22A31	LIG1	3.8322901121155857
RPP14	ZNF586	3.8319867087406703
ARRB1	CD52	3.8308674400448
MRPL20-AS1	LSP1	3.8296038838409667
CHML	TRIQK	3.829067699899017
EIF3E	AZU1	3.8282516395885193
TSPOAP1	FOSB	3.8247795679911074
ZNF512B	SRGN	3.824213465101398
RNF149	TRBV12-3	3.8221047974099833
AFF4	RASAL3	3.82155764590746
FBN2	PTK2B	3.820873435066064
UNC45A	SYVN1	3.819973977009609
RAB5B	SRGN	3.818177315379353
PJVK	AC019069.1	3.81806400153292
FASTKD3	HGF	3.816572834835184
C3AR1	NSDHL	3.804509135294407
FGFR1OP	FP671120.5	3.7998503146471663
ZKSCAN2	KIT	3.798753431027929
NT5DC2	SNHG29	3.797576343852372
SRGN	RNF149	3.796863880455692
CEP250	LAMC1	3.7960377928880975
MGAT4A	PKD1	3.7896253284782784
PVR	PSMD10	3.7835365422703098
YIPF1	MPP6	3.7817494527433047
SHLD2	EMB	3.780668166646053
PSMD8	LHFPL2	3.7760211827987247
ANKRD18A	SRPRB	3.7751901278381137
SESN3	CCDC51	3.7675288225680412
SERPINB10	SERPINB1	3.763380303992703
UBE2Q1	IMPAD1	3.762291468459752
NCOA4	NUP188	3.759599873896181
CALR	ITM2A	3.75824265859434
RARRES2	DMAC1	3.755747049272751
CNPY3	SDF2L1	3.754041426040292
ANKRD33B	ACSM1	3.7511047873008936
ACSM3	IL5RA	3.7510534566545566
MYO18A	CNPY3	3.748524347953035
PIK3CB	PLS1	3.746808801035877
AL359643.3	GTF3C3	3.7454070065937466
CCNYL1	CLEC5A	3.743788754904025
ARHGAP15	RAB5B	3.741013353154061
MARC1	FAM107B	3.7409292405250327
OSBPL9	SDF2L1	3.740701279777956
LRG1	SLC25A43	3.737843443842373
MPO	SSR4	3.7353307841763104
AC109326.1	C1QTNF4	3.7349189305252737
RECQL4	NCAPH	3.7342604809378295
CEPT1	CD164	3.7312136459340617
ATL3	LYZ	3.729849167931316
HEMK1	AP002761.4	3.729033980703048
LRBA	CHML	3.728150042457022
HIVEP3	NUP188	3.720649690381441
AL034397.3	MED21	3.720607660008642
OSBPL9	RAD51	3.718149253142923
CHID1	SLC26A2	3.716621419955624
MED21	CXorf21	3.713117860347805
CEBPE	ITM2A	3.711775665375984
HIST1H4C	JUND	3.708724612615368
PRAM1	CD52	3.7080015426155897
APEX2	CST3	3.6943209419310543
ACSM1	CEBPE	3.6927128961571785
ALDH3A2	RCCD1	3.691206950034157
AZU1	VAT1	3.689236777104053
SMC4	NCAPH	3.6870210520157856
SIRPB2	FP671120.5	3.686632273302227
HNRNPD	CRELD2	3.6861827490934607
ERLIN1	APLP2	3.683299859539744
PLTP	KAT6B	3.6791727234645335
NXT2	GATM	3.672128216665008
IMPAD1	PRMT3	3.667914407799017
NAGPA	MLH3	3.6644953130577007
MACF1	B3GALNT1	3.655482660909162
CTSG	CSF3R	3.6496355207637943
ZSCAN31	PTK2B	3.6490806466232346
SDF2L1	APLP2	3.6474615135766135
AKR1B1	LYZ	3.6456221410992606
EIF3E	TPM3	3.6437409404374734
SNIP1	SMC4	3.642147632432204
FTL	GPI	3.6407889819185875
RGCC	LINC00271	3.6358117541530515
C5orf15	FASTKD3	3.635542314102719
GSEC	RNF149	3.6344975138301776
KBTBD6	KCNE5	3.6319463040615427
P2RY2	SLC1A5	3.6307119512743062
ITGAL	LHFPL2	3.6214183243536033
FOSB	CANX	3.6205224928898327
GPI	AKR1B1	3.6151082496879607
PRTN3	FP671120.5	3.6143002423697497
DCAF10	ARHGAP15	3.6128203321261103
PSMD10	MYC	3.610392096174859
SERPINB10	CYP4V2	3.6070316915947034
PABPC1L	NOTCH1	3.6064605415509914
ERLIN1	HSPA5	3.605554278716556
C1QTNF4	CFD	3.603836917747125
LENG8	MROH8	3.603166365059532
PRAM1	HMGB2	3.6030374029698247
C1orf74	COL8A2	3.6024107487502226
RECQL4	FP671120.5	3.599500173215304
CHID1	PLS1	3.596715540133213
URB2	PIGW	3.5918862552694506
CST3	JUND	3.590194609629336
COA7	DUSP27	3.58731682808344
ZNF747	KCNE5	3.586371904074393
SDF2L1	CFD	3.5837397624486296
TCF25	CABIN1	3.5803971415264333
TFEC	CD52	3.579699765173669
MLH3	CST3	3.579555215834768
POLR1B	GBF1	3.5792673269528885
PKD1	GM2A	3.5792390342936673
GNPDA2	COQ3	3.574325923842048
HAVCR2	ZBED4	3.5742881988316046
TRGC2	HSPA5	3.5681471713893007
DIAPH2	SERPINB10	3.5679676861010523
PRG2	ITM2A	3.5675392759847404
SLC31A2	KIF17	3.566764410099028
TRGC2	AZU1	3.5649449429732383
UAP1	PTK2B	3.557923662945744
ITM2A	AL034397.3	3.5543193138806104
EIF4A1	SLC35C2	3.5507791556250363
CDS2	ATG3	3.5504047831460177
TRIQK	JUND	3.5499378475342502
GRN	DPH2	3.5489641701929453
PEX7	LUC7L3	3.5471801308612263
PRKAG2	MLH3	3.5463121864506446
SERPINB10	DNAJB9	3.5405210100224496
PRKCSH	SDF2L1	3.5374607886460696
CCDC169	CD164	3.534905028749686
JKAMP	IL5RA	3.531546331641677
AKR1B1	ANKLE1	3.529964968300076
CYBRD1	GTF3C3	3.5292437877476424
PTK2B	CSF3R	3.5288083955853704
B4GAT1	TRBV12-3	3.52801636499247
ELOC	DIAPH2-AS1	3.527418708987144
SLC26A2	PRG2	3.5243798027594138
FGFR1OP	HMGA2	3.5230768203061067
COX19	PTK2B	3.522099754515823
RANGAP1	AC099778.1	3.5163222423286737
KCNAB2	SYNGR1	3.5137693228384577
SLC38A10	ARFRP1	3.5120805644516815
AEN	YME1L1	3.5111448252150015
CHM	RAD51	3.5108610727605103
RPL3P4	JUND	3.5078569148538787
ZSCAN31	AC245014.3	3.5072335302975017
UHRF1BP1	ADNP2	3.5066604512545183
LPO	SDF2L1	3.505545256757823
DNMT1	TRGJP1	3.504937505594616
HNRNPD	SNHG29	3.502692702026
C5orf15	APLP2	3.5022062363313373
HMGB2	NCAPH	3.500743588969208
DUSP2	AC245014.3	3.496705084265138
HSPD1	TPM3	3.4956056163050353
WDR77	YME1L1	3.4821565955166944
CTSG	LSP1	3.481794408470627
FP671120.5	SRGN	3.480380095552805
HSF2	RNASE2	3.4793639989788336
KCNAB2	SLC19A1	3.477297983571394
ZNF649	FOSB	3.4769811918831564
TENT5A	CALR	3.471256773410915
AL034397.3	CANX	3.4688848066649585
FANCA	RECQL4	3.468533165688022
MLH3	FOSB	3.4661675768924787
CLEC5A	CEP120	3.4661560403531477
SIRPB2	MYO18A	3.463461704083572
AZU1	APLP2	3.4625254288156717
NEMF	LIG1	3.4596837309992594
RANBP17	EIF4A1	3.459292774269361
PJVK	PMS2	3.4588903570118323
PKD1	GRN	3.4570013557711734
HMGB2	CTSG	3.4559063424492766
MARS2	BMP1	3.4549468111496577
DNAJB9	SERPINB10	3.451962302392877
UNC45A	AC109326.1	3.4496519289817624
SRP14	FOSB	3.4444171150879215
NCOA4	ITM2A	3.4431270424485807
PRTN3	ELANE	3.4427310995700133
C1QTNF4	CST3	3.439350257382444
IL2RG	MS4A3	3.436463152085659
PTK2B	ALAS1	3.4364154043189425
LRRC45	ELANE	3.4349277163519965
SLC1A5	P2RY2	3.4345059178259696
FURIN	SDF2L1	3.432956146199196
DOLK	CSF1R	3.4328153263392567
SRGN	ERLIN1	3.431885934571846
RPL3P4	SSR4	3.430636357618566
DNAJB9	TRGC2	3.4283442026178883
SYVN1	NOTCH1	3.4267835910408033
FP671120.5	ACSM3	3.418225440447741
BMP1	ELANE	3.417866998268794
JUND	RECQL4	3.4173841408711025
RAB7B	RBM15B	3.4164027583440304
PRAM1	KCNAB2	3.4153542526831697
APEX2	SLC1A5	3.4130107580659814
ZSCAN31	ALAS1	3.412773311809412
CD52	PIGW	3.4112731751696885
ARHGAP15	SNHG29	3.407037632152643
EARS2	HSPA5	3.405225484351452
AZU1	MARC1	3.402896303592297
DNAJB9	C3AR1	3.4001301429467783
SSH3	FBN2	3.3986617306271834
TRAF5	TMEM39A	3.3969639205979263
RNASE2	YME1L1	3.3954525071236734
RANGAP1	SDF2L1	3.3949762204260847
STT3B	RNASE2	3.3947569419460044
MPO	TRBV12-3	3.3938649695638885
AL355922.1	TMEM44	3.393268892334948
NCOA4	HIVEP3	3.384130091432884
SIRPB2	CNPY3	3.383369154005328
PIGK	CD164	3.383257174363259
SEC24A	COQ3	3.3820908689840463
RPL3P4	HSPA5	3.3786268125625
CD164	LSP1	3.3769451778491786
SKIV2L	TRIQK	3.3751174902982015
MAN1A1	COLGALT2	3.3732171893198823
ELOC	SMC4	3.369451708673181
DMAC1	POLR2L	3.368134473096453
CCL23	RNVU1-15	3.3677066438925065
GRAMD1B	RNF149	3.3674800351159826
LYZ	SNHG29	3.3667612734775547
ZNF586	TRBV12-3	3.3661004516067377
CDT1	CFD	3.3651485370681233
ARHGAP15	SERPINB1	3.3618858733711248
FANCA	CSF3R	3.361036892362156
EIF3E	APLP2	3.3560424408320184
PIK3CB	MARC1	3.35270421517799
KBTBD11	PRTN3	3.346339950424741
JUND	SLC38A10	3.3443514297607573
RAD51	CHM	3.3403130968929915
AZU1	CD164	3.3370794680070794
DNM1	GBF1	3.3355677968326347
FUT4	TUBE1	3.3315876599832785
COX19	HYAL3	3.3288206367719586
UHRF1BP1	AFF1	3.325743935863878
ARHGAP15	RNASE2	3.3241316453891825
MPO	ELANE	3.3225749850514688
PRRT4	AZU1	3.321284451879936
RARRES2	PRTN3	3.3189332189446064
COX19	SSR4	3.3186912621680795
B4GAT1	HYAL3	3.310905049377173
MCM4	PABPC1L	3.3071894100774615
FBN2	PRTN3	3.305748081693685
LRRCC1	SEC24A	3.3044621151336093
AC118549.1	ATG3	3.301930597916924
HSP90B1	LYZ	3.3018987236713815
LENG8	LIG1	3.301270621990103
P2RY2	SLC35C2	3.3009836639877483
GTF3C3	KATNA1	3.300670893379535
LRG1	SLC36A4	3.2974687114703274
LENG8	CTSG	3.2965045145777
RNASE2	CD52	3.295861145284754
ATL2	COLGALT2	3.2953188081587523
HSF2	IL2RG	3.2944090081675905
C19orf54	NCAPH	3.2936886417354514
HYAL3	TRIM6	3.2922441849081086
ABCC1	SLC19A1	3.2915466966324463
MCM4	CSF3R	3.2891230890748155
TTC19	PIGK	3.2880040911155266
GRN	RNVU1-15	3.2870249146732933
TRIQK	SDF2L1	3.282633736955284
PRSS21	AC099778.1	3.2808634974323514
SSR4	HSP90B1	3.280337240614734
RUNX1	CSF1R	3.2802597112708884
ALAS1	PTK2B	3.2765550408796558
ACSM3	CLEC5A	3.2759407041420125
NT5DC2	CSF3R	3.274296454107142
QSOX1	AC109326.1	3.2720993012709565
FBN2	MARC1	3.27004399793308
CHM	SDF2L1	3.269767213789806
ZBTB16	SIRPB2	3.2692979210320336
MYO18A	SIRPB2	3.2692638634591185
MTO1	CABIN1	3.2691119315218486
RAD51	JKAMP	3.265431905818297
EMB	SLC22A31	3.2637285282935933
ACY3	KCNAB2	3.260165501662393
DMAC1	RARRES2	3.2599354933016227
SSR4	SDF2L1	3.2577205408005354
HSP90B1	TENT5A	3.2531762725586737
NR1I2	EMC3-AS1	3.252945330843808
PRMT1	NCAPH	3.2506952853841913
SERPINB1	ARHGAP15	3.250571966487782
IL2RG	TPM3	3.249779101073365
CDC23	NSDHL	3.247603952062528
DPEP3	DMAC1	3.2455230095927843
RUNX1	CDT1	3.2417324449539304
DNM1	ARHGEF39	3.24043715424775
ELANE	PRSS21	3.2389591017897352
ALAS1	SSR4	3.2348882676702604
MAPKAPK3	DPP7	3.2333069353234625
SERPINB1	EIF3E	3.2291416061630187
NTSR1	AZU1	3.2265621776717404
PABPC1L	NT5DC2	3.2258608686482906
AL078587.1	CEBPE	3.2239624327722476
PRG2	SRGN	3.221354637292827
C1GALT1C1	RHOBTB1	3.2193285997250225
DPH2	KCNE5	3.217480502344721
UNC45A	NOTCH1	3.211780693597692
UHRF1BP1	HMGB2	3.2108029835988803
DIAPH2	DCAF10	3.2061841224088545
GRN	ITGAL	3.204647451550348
SERPINB1	DCAF10	3.2033782093749017
IGFBP2	CFD	3.202527121387205
B3GALT6	ZMYND19	3.1977279328162607
SDF2L1	TPRN	3.197476160594224
TMEM39A	PABPC1L	3.1897588850883345
IMMP1L	RNVU1-15	3.1877028455186665
C12orf66	RHOBTB1	3.1871679600613843
SNTB1	FAM107B	3.185226397740021
IL2RG	PRMT1	3.1843974508303594
CFD	IGFBP2	3.183553246459065
NCOA4	GM2A	3.1833781390422238
KCNE5	GRN	3.180112579209762
ANKRD18A	PSMD10	3.1771808231925527
EMC3-AS1	NOTCH1	3.1759449253096297
PRTN3	TSPOAP1	3.1730074600841265
TOP1MT	CANX	3.1723332478886754
SLC19A1	ARF1	3.1682120468021955
IFT22	TRBV12-3	3.1679935880965613
MGLL	ARHGAP15	3.1679571773631645
RANBP17	SLC26A2	3.1676650958412957
EMB	RASGRP2	3.1667255399580707
NEMF	CANX	3.165394257028168
NSDHL	DNAJB9	3.164350039784109
RBM15B	PRDX4	3.163189442099128
ACY3	FP671120.5	3.1627992775816893
KCTD6	KIF17	3.1608747368483168
DIAPH2	ARHGAP15	3.1595070236663387
MYC	APLP2	3.1587307003024536
ABCC1	RAB26	3.1586782037180297
MYO15B	FURIN	3.1584252975532965
FURIN	PRTN3	3.156811985100328
REV1	PSMD10	3.1562794341562923
MPO	MS4A3	3.155085838659681
AC245014.3	CFD	3.154208164826972
PRG2	VAT1	3.151919969345315
TMEM44	AL355922.1	3.1464600373757268
GOSR1	CCDC51	3.1463278594278967
OSBP	ITM2A	3.145911868247574
VAT1	CALR	3.1439705501788837
TRGC2	B3GALT6	3.1429883753234726
TCF25	MTO1	3.14204243251172
PTK2B	ALDH3A2	3.142005800010587
PRMT3	MYC	3.1394385660264823
ITGAL	LSP1	3.138907728534139
KAT6B	CST7	3.138228202971935
ZEB2-AS1	LHFPL2	3.1381803810761677
SHLD2	RASGRP2	3.137980833227761
C1GALT1C1	EXOSC3	3.1373343038462203
TENT5A	HSPA5	3.1352949975727036
CTSG	MS4A3	3.134369285013413
SRPRB	AP002761.4	3.1317755715867817
APLP2	CANX	3.1312296200133627
SLC19A1	AFF1	3.1306313795756715
JUND	HIST1H4C	3.130311631810347
CST7	PRTN3	3.1268419247436627
CANX	HSPA5	3.1260468817515514
EIF4A1	RNVU1-15	3.1256339589819753
SRP14	MPO	3.1247265718021726
PIGK	SRGN	3.1234727543241827
NEU3	LUC7L3	3.1233670762508523
SRPRB	REV1	3.1211335067002817
PIK3CB	HGH1	3.119440852979496
CANX	MS4A3	3.117597271172621
MPP6	KCNE5	3.1167205681062384
AC104232.1	CANX	3.1132901844685104
C1QTNF4	ZDHHC8	3.113278612737812
RPL3P4	CD164	3.1122108078807327
CLEC5A	KPNA5	3.110473503843977
PRAM1	RAVER1	3.106841915522893
TTC19	CANX	3.1013072360442258
DPEP3	C1QTNF4	3.100726071093272
PRTN3	FBN2	3.098661722083292
ITM2A	IL5RA	3.095921074693897
WDFY1	TPM3	3.0957043116755765
PSMD8	CHID1	3.0944733464813257
ITGAL	ACSM1	3.092878540188239
DBNL	KCNAB2	3.0913828490840296
SESN3	SRGN	3.0880814807459687
FKBP14	CLEC5A	3.0879350434435344
YME1L1	SDF2L1	3.0869059176734006
HMGB2	KIF17	3.0851459984703036
SLC22A15	LYZ	3.0799226636163377
LRPAP1	MYC	3.0796601915498085
DNMT1	NEMF	3.0783109340497403
RASGRP2	CRELD2	3.076135043672414
CCNYL1	CXorf21	3.075088728655589
RCCD1	BST1	3.074628927248402
DNMT1	ZNF526	3.0738994348614117
C3AR1	HMGA2	3.0712174403019716
PLS1	TRIM6	3.0698646061084296
IGHM	SLC19A1	3.0688390226181435
APEX2	EIF5B	3.0681293638167038
RAB5B	DNAJB9	3.066672120707342
YIPF1	CEBPE	3.066648544869462
PPP2R5D	TPM3	3.0655748823231885
ZNF292	CST3	3.065195620760452
TTC8	MAN1A1	3.0627406803082944
LSP1	AKR1B1	3.0625198804941376
SLC22A15	EIF3E	3.0619273776846856
SNX13	REV1	3.0617254558287477
ZFYVE26	CANX	3.0610284249830717
CXorf21	LYZ	3.0608448783108204
LPO	JUND	3.059159321073164
CALR	APLP2	3.053652314538976
TBC1D10C	CFD	3.0509561883547915
GLT8D1	RAB7B	3.0507798662447483
C5orf15	SRGN	3.048590187579791
LUC7L3	KIT	3.0483840473133546
AFF1	ZDHHC8	3.046764617365312
KLHL20	PLS1	3.046619348057756
GPAA1	RASGRP2	3.0466154101330662
CEPT1	GTF3C3	3.0464036510678305
AL031432.4	KIT	3.0447792213597
ARHGEF39	POLR1B	3.040149109876483
GM2A	SDF2L1	3.0397534764781184
SLC26A2	SLC25A12	3.038204800807128
TENT5A	SRGN	3.038146789522109
ARF1	COLGALT2	3.0373826157434127
LRPAP1	TRIM65	3.0371872068339805
PRG2	JKAMP	3.03604492443796
SYVN1	UNC45A	3.034221433621083
B4GAT1	GANC	3.0336820597698875
EIF3E	SERPINB1	3.031356669059188
GPI	CD52	3.03063502476669
NFYB	APLP2	3.0293147490236767
AP002761.4	PRTN3	3.0260982192975496
C1GALT1C1	GTF3C3	3.0259767410379133
GATM	ZNF586	3.025426920037868
PRMT3	HSPD1	3.024924534751394
SRGN	HSPA5	3.0243603201491025
C5orf15	HGF	3.0203654589823663
DUSP2	CST3	3.0199251383348247
PSD4	LSP1	3.019916013919247
MARS2	MCM4	3.0135234048228057
TENT5A	CANX	3.0132961932615183
CCNYL1	DCAF4	3.0111358831310566
RFXAP	RHOU	3.0107534529419397
RCCD1	ALDH3A2	3.0089304245945456
MAPK1	HGF	3.006118203718603
PAPOLA	MARC1	3.0049031679570004
TMEM39A	MCM4	3.0019125485973968
APLP2	HSPA5	3.001626037901838
FTL	RBM15B	2.999327114558187
RNVU1-15	MPP6	2.9991712621617617
CLEC5A	LYZ	2.999031542546424
MYO15B	PLOD3	2.9977370261496223
MAN1A1	TTC8	2.9976218095469616
MGLL	RAB5B	2.9974821745555245
TRGC2	APLP2	2.9955852811370183
SEC24A	GNPDA2	2.9915460583101465
PTK2B	RECQL4	2.9903256807530005
CDT1	C1QTNF4	2.9886344361586965
HIST1H4C	AC245014.3	2.988528828226428
ACY3	NCAPH	2.9879990720101834
SRGN	SSR4	2.9797694844640064
EXOSC3	PIGW	2.9756887490049815
SESN3	ADNP2	2.9745516314174996
SLC25A43	CCNG2	2.9744633932937496
RNASE2	HSF2	2.9734657205713377
ITM2A	VAT1	2.9731348325649365
SLC9B2	PRG2	2.972145001242257
IRF3	SSR4	2.970787739311448
CPVL	B4GAT1	2.9706514117579137
ITM2A	PRG2	2.9697759438842914
TBC1D10C	SDF2L1	2.9673859878598914
CLEC5A	TRIQK	2.9664122926297334
B3GALNT1	CCDC169	2.96294600419653
CSF1R	CST3	2.9628779114224653
MITD1	PRRT4	2.9616643342969797
CCDC51	GOSR1	2.9602816790930833
MPO	FP671120.5	2.9580297660498944
MS4A3	ZGRF1	2.9579476646952703
CCDC137	CRELD2	2.9576727566423897
SRGN	BST1	2.9575908958542474
NUP188	GM2A	2.954874196047986
IL2RG	IGHM	2.9540828704968463
NEMF	EMB	2.951889411004453
UGGT1	TRGC2	2.9494524867918264
TUBE1	LZTFL1	2.949262293950752
SRGN	MARC1	2.948693727954598
SMARCA4	SIRPB2	2.9465944242124986
FUT4	PRTN3	2.9463532063702944
ACP4	CEBPE	2.943436234001208
RASAL3	ZNF526	2.9397311292877952
LSP1	SLC19A1	2.939639338227966
SMARCA4	FOSB	2.9391856747730416
ITGAL	CSF1R	2.935719208788576
